'Fraction Of Low Energy Windows Overall Standard Deviation','LPC Overall Standard Deviation2','Compactness Overall Average','Fraction Of Low Energy Windows Overall Average','Zero Crossings Overall Average','LPC Overall Average1','LPC Overall Average2','LPC Overall Average6','Method of Moments Overall Average1','Method of Moments Overall Average2','Area Method of Moments of MFCCs Overall Average0','Area Method of Moments of MFCCs Overall Average1','Area Method of Moments of MFCCs Overall Average6',Arousal_Mean
4.840587,1.615245,1.153252,-0.002335,-0.627002,1.46932,0.535678,1.14149,-1.185374,-1.421627,-4.217613,-1.307044,-1.043379,-0.441583
-0.188731,0.234275,-0.143833,1.820104,-0.804033,0.638889,0.445948,-0.095614,-0.818568,-0.728405,-0.432868,-1.306039,-1.043369,0.082733
-1.205162,0.642486,-0.910805,3.834279,-0.16213,-0.386616,0.812147,0.026764,0.00012,0.290906,0.530886,-1.305178,-1.043358,0.008467
0.287835,0.795348,1.074299,-1.006575,-1.300691,1.436025,0.874041,1.129575,-1.793225,-1.81088,0.475671,-1.304317,-1.04335,-0.25539
-0.559103,-0.87745,0.859998,-0.207359,-0.019092,0.822602,-0.945228,1.245692,-0.504779,-0.741327,-0.457966,-1.303313,-1.043339,-0.33259
0.900414,0.647697,-0.042322,-0.678156,-0.966937,1.394112,0.67094,0.253142,-1.303122,-1.349416,-0.026284,-1.302452,-1.043329,-0.248259
-0.677329,-0.253842,1.17581,0.755116,0.21224,0.948734,0.070971,0.384405,-0.103449,-0.384074,-0.658748,-1.301591,-1.043318,-0.002839
1.35344,1.702099,0.408838,0.700064,-0.683069,1.70239,-0.126823,1.067579,-1.351208,-1.663495,-1.893559,-1.30073,-1.04331,-0.40339
0.119389,1.962659,0.025352,0.734234,-0.628768,1.622872,0.452171,0.303224,-1.213732,-1.534656,-2.139517,-1.299725,-1.043299,-0.265612
1.330945,1.432853,-0.008485,1.523958,-0.809772,1.061547,-0.055151,0.769511,-1.06701,-1.163189,-1.923676,-1.298864,-1.043288,-0.239376
-1.013175,-0.63426,0.702092,-0.575644,-0.043373,1.312244,-1.133022,2.610625,-0.50108,-0.927554,-1.54721,-1.298003,-1.043278,-0.019453
0.678609,1.641301,1.141973,0.650706,1.805078,0.578957,0.290213,1.411084,0.906347,-0.080029,-3.294015,-1.296999,-1.043267,-0.263467
-0.87507,1.311258,1.796155,0.749421,-0.691016,1.841448,0.170925,0.085529,-1.531837,-1.879518,-0.166832,-1.296138,-1.043255,-0.382294
-0.20861,1.484965,0.961509,-0.46364,-0.425248,1.632273,-0.322951,0.820198,-1.060845,-1.366899,0.380299,-1.295277,-1.043244,-0.250509
0.649314,1.194874,-0.820573,0.159027,-1.117038,1.090926,0.418057,-0.015442,-1.490532,-1.53952,-0.41279,-1.294272,-1.043233,-0.095415
1.000331,-0.067975,1.863829,0.768405,-0.017326,0.797924,-0.94245,-0.952054,-0.263734,-0.564981,-0.914746,-1.293411,-1.043223,-0.149316
1.740552,0.691124,0.27349,-0.262412,-0.811096,0.397202,0.964382,0.390867,-0.653967,-0.402317,-0.212008,-1.29255,-1.04321,-0.410541
-0.629202,0.109206,1.074299,0.305202,-1.1475,1.716491,2.095591,-0.897126,-1.991732,-2.102155,-0.693885,-1.291546,-1.0432,-0.55621
-0.660589,-0.08882,0.476512,-1.217294,1.461612,0.325127,0.810702,0.137631,0.833603,0.328911,0.460612,-1.290685,-1.043187,0.26012
-0.309573,2.006086,0.442675,-0.492115,-0.668059,1.584876,0.473006,-0.425144,-1.480669,-1.714422,-0.658748,-1.289824,-1.043176,-0.295072
1.121696,0.738025,-0.437087,0.083092,-0.259695,0.308283,0.973105,0.239612,-0.470256,-0.388635,-1.09545,-1.288962,-1.043164,0.084031
2.414859,-0.620363,1.615691,0.525413,1.015281,0.734075,-0.785214,-1.894118,-0.039952,-0.56194,-1.456858,-1.287958,-1.043153,-0.188515
3.08812,-0.886135,0.194537,0.147637,-1.045078,0.292615,-0.288504,0.981551,-0.351275,-0.029862,-0.036324,-1.287097,-1.04314,-0.256445
-0.552826,-0.314639,0.656976,-0.575644,0.195906,-0.035641,-0.861331,-2.021948,0.170885,-0.011619,0.520847,-1.286236,-1.043128,0.000335
0.733014,2.369133,-0.369413,0.650706,-0.019975,0.158257,-0.483521,0.055238,-0.242157,-0.194046,-0.051382,-1.285231,-1.043115,-0.003689
0.843917,-1.617441,1.638249,-0.535778,0.530543,0.715273,-1.808636,0.736998,0.021697,-0.576382,-1.99395,-1.28437,-1.043102,-0.498653
-0.461279,-0.597781,-0.944642,0.364051,-0.629651,-0.148846,1.501651,-0.937514,-0.387647,0.167768,0.520847,-1.283509,-1.043092,0.099739
2.915489,1.068068,1.254763,-0.017522,-0.285301,1.493998,-0.531858,1.423402,-0.649035,-1.140385,-2.400534,-1.282505,-1.043079,-0.026311
0.319746,-1.171014,3.533121,-0.419977,2.268626,1.369825,-1.29248,1.158453,0.882305,-0.809737,-2.290104,-1.281644,-1.043064,-0.346575
3.313064,1.771581,-0.572435,0.324185,-0.848622,1.195513,0.5254,0.828276,-1.250721,-1.252882,-1.8785,-1.280783,-1.043052,-0.416801
0.975221,-0.168725,1.96534,-1.559002,0.88019,0.564855,-1.746408,0.559894,0.607354,-0.310343,-0.026284,-1.279922,-1.043039,-0.221344
1.033811,0.927366,1.243484,0.20269,-1.270229,1.605245,1.253796,1.05425,-1.881382,-2.028348,-0.86957,-1.278917,-1.043026,-0.418637
-0.321605,-0.486609,1.717202,1.7081,-1.099379,1.775248,2.434509,-0.608953,-1.943646,-2.105652,-2.054185,-1.278056,-1.043014,-0.606668
0.108404,-1.278713,1.119415,-1.378656,1.004244,-0.545651,-0.032926,-1.871299,0.977243,0.857949,0.455593,-1.277195,-1.042999,0.403973
-0.264061,-0.601256,0.848719,0.21408,-0.577115,1.208831,-1.093018,0.982561,-0.86542,-1.177631,0.475671,-1.276191,-1.042986,-0.187143
0.045629,3.192504,0.487791,-0.983794,-0.597865,-0.179008,0.244375,1.032238,-0.364837,0.027147,0.525867,-1.27533,-1.042971,-0.332693
0.420186,0.150896,-1.034874,1.256287,-0.801384,1.202956,-0.515746,-0.451982,-1.007827,-1.160908,0.749739,-1.274469,-1.042959,0.498926
1.201211,-0.854868,3.352657,-0.368721,1.984317,1.111295,-1.761965,-0.623089,0.853947,-0.564981,-0.759139,-1.273464,-1.042944,-0.115234
-0.648557,-0.745432,1.141973,0.126755,0.504054,1.105811,-0.826884,-2.637875,-0.207018,-0.590824,-0.904707,-1.272603,-1.042929,-0.150791
1.093447,-1.245708,-0.279181,0.056515,-1.267581,0.112035,0.804813,0.151161,-1.005978,-0.507212,0.606179,-1.271742,-1.042916,-0.157529
-0.860946,0.701547,2.111967,0.878511,0.135424,-0.303181,0.447671,0.523948,0.075947,0.287105,-0.347536,-1.270881,-1.042902,-0.053319
-0.513068,2.028668,1.187089,0.160925,-0.340044,1.427015,-0.514635,1.841222,-0.9881,-1.389702,-0.387692,-1.269877,-1.042887,-0.370481
0.995623,-0.955618,0.442675,1.216421,0.540255,0.934241,-1.623064,0.750124,-0.06831,-0.650113,-2.375436,-1.269016,-1.042872,-0.235946
0.928663,-0.648156,0.194537,-1.703278,0.67049,0.327477,-0.705207,0.735382,0.540774,0.132802,2.086446,-1.268154,-1.042857,0.369994
-1.037762,0.173477,1.390111,-0.45225,0.393686,1.808544,-2.371462,-0.538273,-0.886381,-1.814301,0.305006,-1.26715,-1.042842,0.31277
0.035689,-1.134536,-0.346855,-0.847111,1.021021,-0.073637,-0.282948,-0.705885,0.863194,0.5235,2.036251,-1.266289,-1.042828,0.668758
0.557768,1.750737,0.329885,-1.221091,-0.377569,-0.271452,2.184488,-1.158036,-0.046116,0.597991,-0.146754,-1.265428,-1.042813,-0.079995
1.352917,-1.002519,-0.572435,0.813966,0.347331,-0.023106,0.088195,0.160854,0.501319,0.392001,0.114263,-1.264423,-1.042796,0.085804
-0.072074,1.290413,1.209647,0.639316,-0.50074,1.520243,-0.52908,0.029793,-1.1003,-1.357777,-0.814355,-1.263562,-1.042781,0.265786
0.163855,-0.111402,0.115584,0.033734,-0.006731,0.674143,-0.844663,-0.176108,-0.142287,-0.464646,-0.588475,-1.262701,-1.042766,0.110247
0.302483,-1.629601,-1.057432,-0.786363,1.041328,0.365865,0.519677,1.470657,1.32987,0.465731,-2.280065,-1.26184,-1.042749,-0.104412
0.486623,0.185637,2.010456,-0.621205,-1.324089,0.514324,0.944769,2.923637,-1.373401,-1.009646,0.995697,-1.260836,-1.042735,-0.173203
-0.672621,-0.139195,-0.470924,1.028482,-0.809331,-0.619293,1.433867,0.653191,-0.309354,0.451289,1.104621,-1.259975,-1.042718,-0.004156
-0.956678,0.399297,2.010456,-1.014168,-0.56961,1.692205,-0.684094,0.986195,-1.204485,-1.703476,0.440534,-1.259114,-1.042701,0.243641
-1.215624,-0.898294,-0.211507,0.434291,-0.484847,0.0995,0.768093,-0.039069,-0.225512,0.002823,0.785378,-1.258109,-1.042686,0.186993
-1.138202,-1.092846,1.096857,0.931665,0.15838,0.527642,-0.058484,1.289716,0.076563,-0.117274,-0.0815,-1.257248,-1.042669,0.153156
-1.35896,-0.295531,-1.328128,-0.053591,1.529157,-0.963217,-0.306283,-0.790298,1.550571,1.158194,0.680469,-1.256387,-1.042652,0.574865
-0.493712,0.684176,-0.380692,1.362596,-0.403175,-0.070503,-0.835218,1.235191,-0.255104,0.014225,1.31996,-1.255383,-1.042635,0.221874
-1.169589,-0.441445,-0.222786,0.058413,0.960097,-0.090481,-0.07293,0.135005,0.842233,0.464211,0.616219,-1.254522,-1.042618,0.316384
-0.429368,-0.818389,0.171979,0.531108,-0.74929,0.239342,1.005275,0.890878,-0.501696,-0.169722,0.889784,-1.253661,-1.042601,0.013298
0.856472,0.548684,0.014073,-1.369164,1.038238,1.067815,-2.105328,-0.820185,0.416245,-0.526975,0.320065,-1.2528,-1.042585,-0.343084
0.98673,1.887965,0.803603,0.474157,-0.241154,1.795617,-1.450271,0.949644,-1.182908,-1.857627,-0.839452,-1.251795,-1.042568,-0.11578
-0.957724,1.483228,0.115584,-0.93064,-0.068537,1.660476,-1.489164,0.992658,-0.879599,-1.705073,-0.990039,-1.250934,-1.042549,0.159518
0.680179,0.463568,0.600581,0.430494,1.020138,0.289481,-1.939758,-0.062899,0.386037,0.005104,-0.046363,-1.250073,-1.042532,-0.294504
1.31996,1.848012,0.420117,-0.438961,-1.16251,0.814768,-0.470186,0.859173,-1.345659,-1.385902,0.60116,-1.249069,-1.042513,-0.11882
0.516441,0.295072,-0.188949,0.238759,-0.774013,0.414437,0.805202,1.792756,-0.77788,-0.585504,-0.041343,-1.248208,-1.042496,-0.188711
-0.820142,0.977741,2.213478,-0.402892,-0.608901,1.747437,-0.620199,1.399775,-1.314219,-1.752808,-0.387692,-1.247346,-1.042477,0.139131
-0.144788,-0.755855,1.040462,-0.169392,-1.695369,0.039568,1.768341,1.726317,-1.712466,-1.049932,0.561003,-1.246342,-1.04246,-0.204942
-0.74952,1.106284,1.976619,0.191299,-0.56961,1.77799,-0.341842,0.730132,-1.320384,-1.817569,-0.437888,-1.245481,-1.042441,0.219041
-0.350899,0.842249,0.059189,0.36595,-1.060971,1.511234,0.405723,0.662683,-1.581772,-1.62108,-1.366506,-1.24462,-1.042422,-0.342028
-0.120725,-0.867027,-0.301739,-1.23438,0.915508,0.036826,-0.302394,-0.648938,0.778119,0.406443,1.973004,-1.243759,-1.042403,0.613517
-0.884486,0.149158,-0.482203,0.094482,-0.420392,-0.32355,-0.481854,0.158633,0.034026,0.228577,1.498154,-1.242754,-1.042384,0.327053
-0.867223,1.094124,1.322437,-0.998981,-0.241154,1.725893,-1.198027,0.176606,-1.160715,-1.718071,0.018892,-1.241893,-1.042365,0.196982
-0.287601,0.163055,0.532907,0.16662,-0.721036,-0.01253,0.026523,1.346866,-0.479503,-0.051145,0.074107,-1.241032,-1.042346,0.225756
0.714182,1.37553,0.093026,-1.982339,-1.071125,0.361164,0.114864,-0.126814,-1.034336,-0.713202,1.226596,-1.240028,-1.042327,-0.369946
0.177979,1.514495,1.559296,0.83295,-1.061412,-0.036033,-0.589086,0.782839,-0.875284,-0.431961,0.465632,-1.239167,-1.042308,-0.051172
-0.538178,-0.728062,1.954061,-0.949624,-1.766005,0.371349,1.651664,2.180487,-1.97632,-1.559131,0.809973,-1.238306,-1.042289,-0.462537
0.265341,-0.993833,-0.583714,0.371645,0.92213,-0.584431,-0.206275,0.201647,1.091908,0.879232,0.994191,-1.237301,-1.042267,0.406256
-0.624494,-0.510928,0.927672,0.434291,-0.940007,0.501789,1.407198,-1.019301,-0.848159,-0.443363,0.510808,-1.23644,-1.042248,-0.197415
1.796003,-0.813178,0.036631,0.009055,0.086862,-0.489636,0.109308,0.472048,0.473578,0.693765,0.335123,-1.235579,-1.042227,0.327825
-0.076259,-1.379463,-0.775457,-0.438961,2.087622,-0.073245,-0.749655,-1.233361,1.557352,0.65804,1.487111,-1.234718,-1.042208,0.470196
0.555152,0.157844,1.931503,-0.013725,0.409579,0.68041,-1.601395,1.484591,-0.089887,-0.597665,-1.371525,-1.233714,-1.042187,-0.122902
-0.999051,-1.198807,0.149421,0.324185,0.531426,0.937766,-1.912533,-0.189396,-0.255104,-0.946557,-0.232086,-1.232853,-1.042166,0.387295
-1.276307,0.239486,1.705923,-0.917351,-0.420392,1.654209,-1.251365,-0.933273,-1.137905,-1.697396,0.725143,-1.231992,-1.042145,0.168323
-1.057117,-0.997307,0.905114,0.001462,0.608242,0.468885,-0.154604,-0.417046,0.212189,-0.007058,-0.181891,-1.230987,-1.042124,0.269343
-0.411582,-0.740221,-0.662667,-0.106745,-1.140877,-0.587956,1.637774,1.106755,-0.671229,0.163967,1.236134,-1.230126,-1.042103,-0.067565
-0.077305,1.445012,-0.369413,0.00336,0.905354,0.160216,-1.063016,0.134602,0.275687,0.068953,0.974113,-1.229265,-1.042081,0.126468
1.990605,0.982952,0.600581,-0.366823,-0.885264,-0.674525,2.99178,-0.182247,-0.51156,0.565306,-0.19193,-1.228261,-1.04206,-0.486937
-0.28237,0.274228,0.115584,0.086889,-0.983713,0.009798,0.447504,1.031027,-0.711916,-0.210768,0.114263,-1.227399,-1.042039,0.236143
0.35218,0.11268,-0.17767,0.422901,0.225484,0.247176,0.591794,0.3527,0.288017,0.216415,0.25983,-1.226538,-1.042018,-0.031727
-0.480111,-0.283372,1.897666,-0.021319,-1.204008,-0.914253,1.043722,0.928642,-0.612046,0.233137,0.947007,-1.225677,-1.041995,-0.21734
-0.272954,-0.896557,-0.391971,0.271031,0.439599,-1.563047,0.994718,0.346844,0.920527,1.551932,1.655266,-1.224673,-1.041974,0.315759
-1.048747,-0.646419,1.119415,0.722844,0.441365,0.770896,-0.140158,0.08452,0.070399,-0.251054,0.074107,-1.223812,-1.04195,0.296774
1.195979,1.108021,0.476512,1.024685,0.203411,0.56133,0.512843,-1.270316,-0.044267,-0.014659,0.445554,-1.222951,-1.041929,-0.390661
0.210936,0.75887,-0.053601,-1.566595,2.820468,0.495522,-0.582418,-1.280413,1.647358,0.32283,1.422359,-1.221946,-1.041906,0.299179
-1.247535,-0.24863,-0.369413,1.119604,1.926925,0.129662,-2.742605,-1.294146,0.816958,0.122921,1.343552,-1.221085,-1.041883,0.377367
-0.662682,0.651172,1.85255,0.221673,-0.81507,0.926798,0.342495,-0.028568,-0.929534,-0.996724,-0.97498,-1.220224,-1.041859,-0.114026
-0.305388,-0.976463,-0.369413,-1.521034,0.856351,-0.153938,-0.264613,-0.700837,0.751611,0.52046,1.966981,-1.21922,-1.041836,0.628118
-0.627632,0.341973,-0.29046,0.477954,2.118083,0.218973,-2.392575,0.012426,0.911896,0.097837,1.367646,-1.218359,-1.041817,0.467105
-0.164667,0.117891,0.025352,-0.607916,-0.096792,0.750527,-0.795215,-1.359979,-0.386414,-0.625029,-0.016245,-1.217498,-1.041796,0.273293
-0.39118,0.703284,0.453954,0.650706,-0.640687,0.375266,-0.715763,-0.147493,-0.62191,-0.554339,0.109244,-1.216493,-1.041775,0.003696
-0.643849,-0.010652,1.683365,-0.102949,-0.792113,-0.235806,0.884486,0.207099,-0.649035,-0.144639,0.395358,-1.215632,-1.041733,-0.275163
0.600141,-0.363277,1.119415,0.584263,0.59544,0.46536,-0.829106,-1.332111,0.310826,-0.054945,0.515827,-1.214771,-1.041711,0.319716
-0.224827,-0.957355,0.183258,0.91458,-0.328565,-1.111285,0.83326,-0.689932,0.259042,0.883793,0.719621,-1.21391,-1.04169,0.167732
-0.635479,1.372055,-0.053601,-0.702835,0.27802,-1.125386,0.89182,0.012022,0.630164,1.112587,0.515827,-1.212906,-1.041669,0.333271
-1.161742,0.044934,-0.51604,0.024242,-0.054852,-0.015664,-1.224696,0.500724,0.008134,0.028667,1.264243,-1.212045,-1.041648,0.153733
-0.24052,-0.575199,-0.527319,-0.33455,-1.240209,0.099108,1.440534,1.346058,-0.782812,-0.184164,-0.29734,-1.211184,-1.041627,-0.373257
-1.396625,-2.668889,-1.091269,-0.630697,1.907942,0.26872,-3.053743,0.883205,0.630164,-0.49277,1.203506,-1.210179,-1.041585,0.333768
1.050028,-0.596044,-0.313018,-0.116237,-0.611992,-1.957228,0.76277,0.388848,0.262124,1.253968,1.489621,-1.209318,-1.041564,0.181583
-0.069459,-1.836312,-0.527319,3.281852,1.142867,0.313767,-1.574171,-0.065524,0.703525,0.108479,0.803448,-1.208457,-1.041542,0.478034
0.886813,-0.111402,-0.17767,-0.140916,0.40384,1.687113,-2.540366,-2.86809,-0.803772,-1.757976,0.365241,-1.207453,-1.041521,0.340957
-0.763645,-0.955618,0.431396,-1.24577,0.551292,-0.438322,-0.254612,-1.246487,0.595641,0.693765,1.343552,-1.206591,-1.0415,0.481599
-0.303295,0.37324,0.239653,-0.391502,0.209591,-0.558186,0.047636,-1.105127,0.55372,0.721129,0.918396,-1.20573,-1.041458,0.22803
0.085386,-0.279898,-0.685225,1.622673,-0.822133,-1.024716,0.698292,1.335961,-0.226745,0.544783,-0.593494,-1.204869,-1.041437,-0.206066
-1.179005,-1.619178,0.04791,-0.213054,-0.61155,-0.359979,0.755231,-0.298041,-0.131807,0.311429,1.556883,-1.203865,-1.041416,0.304256
0.533704,0.701547,0.296048,0.574771,-0.171842,0.187636,-0.195718,0.204676,-0.092969,-0.187965,-1.476936,-1.203004,-1.041394,-0.313881
-0.694592,0.494835,0.578023,0.538702,-1.055232,0.649073,0.943603,1.206111,-1.112013,-0.83406,-0.804315,-1.202143,-1.041373,-0.146093
-1.123031,-0.629049,3.702306,0.44758,-1.109974,0.410129,0.306492,3.804109,-1.08797,-0.714723,0.673943,-1.201138,-1.041331,-0.204734
-1.073857,-1.162329,0.995346,-0.167493,-0.18023,0.457918,-0.643535,0.372692,-0.290243,-0.348349,1.190958,-1.200277,-1.04131,0.362664
-0.277139,0.37324,1.435227,0.024242,-0.91087,0.922489,1.198902,-0.018067,-1.124342,-0.885748,0.510808,-1.199416,-1.041289,-0.084993
-0.516207,-0.761066,-0.538598,-2.065867,0.810437,-0.316891,0.031524,-0.556448,0.750378,0.637517,1.882652,-1.198412,-1.041246,0.504055
1.201734,-1.940536,-0.279181,-2.409473,-1.068917,-1.171217,0.993329,1.14149,-0.36607,0.493096,1.438422,-1.197551,-1.041225,0.40352
1.429816,0.057094,0.972788,-1.291331,0.088627,1.054496,-0.662981,-1.828083,-0.356823,-0.780092,0.109244,-1.19669,-1.041204,-0.117309
-0.370255,0.222115,0.04791,-0.723717,0.947294,-1.545185,0.753236,0.027572,1.183148,1.61046,1.077516,-1.195829,-1.041162,0.109754
-0.318989,-0.417126,0.194537,0.174214,-0.477342,0.225632,0.868985,1.326873,-0.184208,0.031707,0.606179,-1.194824,-1.041141,-0.229185
-1.019976,-0.738484,0.1607,-1.11668,-0.518841,-1.041168,1.573324,0.451854,0.135129,0.910397,1.555377,-1.193963,-1.04112,0.241221
0.227676,0.922154,0.239653,0.555787,-0.023507,0.95931,0.208706,-0.81857,-0.104682,-0.49353,0.26485,-1.193102,-1.041077,0.150173
0.521149,-0.311165,1.796155,1.020889,0.073617,0.770896,-1.822526,0.211138,-0.393812,-0.90171,0.064068,-1.192098,-1.041056,-0.172258
0.536843,-0.345906,0.250932,0.026141,1.771526,0.930323,-1.00301,0.967011,0.834219,-0.22141,0.880247,-1.191237,-1.041035,0.474139
0.548874,-0.394544,0.521628,-0.757888,0.432536,0.756795,-0.546304,-0.270314,0.313292,-0.409918,-1.050274,-1.190376,-1.040993,0.111003
-1.076473,-0.67595,-0.888247,1.284763,-1.590739,-0.297697,1.163122,1.172185,-1.397444,-0.755769,1.507691,-1.189371,-1.040972,0.037693
-0.324743,0.548684,-0.042322,-0.759786,0.333204,0.093233,-0.077375,0.14066,0.342883,0.25366,1.354093,-1.18851,-1.04095,0.098214
0.345902,0.020615,0.72465,0.430494,1.154787,0.140238,-0.926893,-0.891673,0.750378,0.127482,0.134341,-1.187649,-1.040908,0.164173
1.352917,-1.35167,-0.719062,1.301848,-1.472424,-0.542126,1.384418,0.744268,-1.017075,-0.206208,-1.075371,-1.186788,-1.040887,-0.472234
-0.308003,-0.536984,0.205816,0.84434,-1.324531,-0.045825,1.171622,1.047586,-1.095368,-0.455524,1.028324,-1.185783,-1.040845,-0.511526
0.060276,0.458357,1.074299,-0.040302,-1.03095,1.232334,1.258908,-0.754756,-1.269832,-1.165469,0.335123,-1.184922,-1.040824,-0.461023
-0.052719,-0.886135,-0.019764,-0.347839,-1.517455,-0.733282,1.40442,2.174428,-1.107697,-0.130957,0.520847,-1.184061,-1.040802,-0.097747
-0.787185,-0.781911,0.138142,-0.057388,-1.407528,-0.703512,0.357941,1.060309,-0.839528,-0.013899,1.109641,-1.183057,-1.04076,0.08915
-1.225564,-0.971251,1.164531,0.546295,-0.082664,0.654166,0.142089,1.420777,-0.139205,-0.273097,-0.026284,-1.182196,-1.040739,0.287829
-0.580028,-1.045945,-0.459645,-0.256717,0.887254,0.037609,-0.796881,0.136217,0.700443,0.356275,1.59453,-1.181335,-1.040697,0.504915
0.004302,1.234827,0.578023,1.62647,-0.853919,1.213924,0.467839,0.233958,-1.224212,-1.231599,-0.799296,-1.18033,-1.040676,-0.392516
-0.981264,-0.198255,0.318606,0.001462,0.176922,1.19473,-1.955871,-1.093616,-0.40121,-0.951117,-0.252164,-1.179469,-1.040633,-0.037528
0.548874,0.951685,-0.200228,-0.926843,-0.782401,-0.02859,2.115593,0.469827,-0.478886,0.206533,-0.407771,-1.178608,-1.040612,-0.454894
0.604326,1.715995,0.938951,-0.471233,-0.743109,1.305193,-1.22803,-0.501519,-1.402992,-1.762005,-0.558357,-1.177747,-1.04057,-0.142456
0.872689,0.480939,0.115584,0.06221,0.722143,0.895069,-1.84475,-1.082509,-0.001113,-0.49201,0.305006,-1.176743,-1.040549,0.088028
-0.962955,-0.820126,1.412669,-0.681953,0.493018,-0.002737,-0.056262,0.31211,0.442137,0.349434,-1.100469,-1.175882,-1.040507,-0.270147
-0.621355,-1.202282,-0.775457,0.335576,2.180331,-0.526849,-1.93198,0.413081,1.483374,0.742412,2.137144,-1.175021,-1.040485,0.480141
0.637806,0.465305,-0.166391,-0.412384,-1.13867,-0.166473,2.257272,0.915313,-0.720547,0.104678,-0.457966,-1.174016,-1.040443,-0.581582
-1.095306,-0.286846,-0.978479,0.667791,-0.951044,-0.370556,0.93149,0.553633,-0.658282,-0.183404,0.320065,-1.173155,-1.040422,0.133873
-0.084106,1.147973,0.296048,0.096381,-0.666293,-0.432054,-0.485743,0.775165,-0.22243,0.084155,0.008852,-1.172294,-1.04038,0.315168
0.747662,1.229616,-0.155112,-0.279497,-1.154122,1.451693,-0.193496,0.985792,-1.687807,-1.900954,0.164459,-1.17129,-1.040359,-0.602333
-0.679422,-0.446656,-0.098717,1.449921,-0.430546,0.08109,0.597628,-0.933879,-0.1577,0.092516,1.909256,-1.170429,-1.040316,0.16243
0.360027,1.391163,-1.113827,0.460868,0.832511,-0.815933,0.003188,0.345228,0.611053,0.369957,0.043989,-1.169568,-1.040274,0.263722
0.20989,2.077306,0.848719,-1.984237,-1.068476,1.181411,-0.845219,-0.747688,-1.461558,-1.654905,0.636297,-1.168563,-1.040253,-0.064043
0.620543,-0.787122,-0.685225,-0.674359,-1.686539,-1.954878,-0.147936,0.932075,-0.56581,0.696806,0.139361,-1.167702,-1.040211,-0.132988
-0.167806,-0.010652,-0.459645,0.819661,-0.672474,-0.121426,0.19576,-0.072027,-0.406758,-0.140078,1.210534,-1.166841,-1.040189,0.209481
0.779572,0.807508,-1.722893,0.563381,-1.124543,-0.609109,1.187401,0.353104,-0.70082,-0.092191,-0.101578,-1.16598,-1.040147,0.150126
2.024085,-0.099242,-0.944642,0.117263,0.962304,-0.708996,-1.001899,-1.040707,1.05492,0.740892,1.326988,-1.164975,-1.040105,0.322551
-0.425706,0.07099,-0.527319,0.075498,0.459024,-0.818283,0.639465,0.38178,0.943953,0.961325,0.345163,-1.164114,-1.040084,0.275169
-0.637572,-0.243419,-0.019764,1.966279,-0.770481,-0.327075,0.531456,0.500522,-0.569509,-0.107393,-0.437888,-1.163253,-1.040041,-0.118035
-0.22535,0.328077,-0.380692,-2.409473,-0.404499,-0.980061,0.759342,-0.098643,0.149925,0.722649,-0.026284,-1.162249,-1.039999,0.261522
2.012577,0.475728,-0.51604,-0.068778,3.032376,-1.522035,-0.09571,-0.050176,2.692911,1.504805,-0.402751,-1.161388,-1.039978,0.39436
-0.496851,-0.266001,-0.888247,0.026141,-0.308699,-0.909161,0.096529,1.853339,0.188763,0.755334,1.366642,-1.160527,-1.039936,0.506349
