'Compactness Overall Standard Deviation','Fraction Of Low Energy Windows Overall Standard Deviation','Strongest Beat Overall Average','LPC Overall Average6','Method of Moments Overall Average1','Method of Moments Overall Average2','Method of Moments Overall Average3','Method of Moments Overall Average4','Area Method of Moments of MFCCs Overall Average2',Valance_Average
-1.160741,-0.404258,0.60513,-0.22209,0.635712,0.917238,1.312919,1.074853,0.749689,0.401883
0.595056,-1.257997,0.883965,0.419543,-0.602799,-0.754248,-0.225777,-0.375257,0.757217,0.146517
-0.852085,-0.210179,0.280984,0.436506,0.96553,1.013012,0.86079,0.795447,0.763073,0.34175
-0.4903,1.619187,0.856081,0.433275,-0.649652,0.04615,0.761822,0.55899,0.76391,-0.244133
-0.905215,-0.736442,0.378576,-0.991231,1.371175,0.917998,0.219059,0.385266,0.76391,0.562683
-0.201884,0.575031,0.347207,0.214167,-0.962824,-1.654525,-2.078983,-2.011348,0.770602,-0.145583
-0.783776,-0.375486,-0.165152,-0.608549,0.280619,0.227816,0.388868,0.231811,0.776458,0.0452
-1.175921,-1.440568,0.883965,0.530612,0.953817,0.879232,0.531591,0.562851,0.775621,0.265733
-0.125985,-0.306434,-0.356852,0.186299,0.238082,-0.105873,-0.228902,-0.385874,0.778131,0.08655
-0.743297,-0.439831,0.671353,0.918746,0.072865,0.233897,0.608682,0.436418,0.78315,0.305983
-0.685107,-0.251506,0.883965,-0.414037,0.477893,0.824504,1.566069,1.342194,0.784823,0.32645
1.171888,0.263772,0.155508,-0.23039,-0.69034,-0.640232,-0.317452,-0.547051,0.786496,0.025883
1.0125,0.305622,0.6121,-1.011223,-1.125575,-0.792254,0.002371,-0.187057,0.789842,0.0589
-0.963404,0.327593,0.748033,1.034258,-0.080023,0.566826,1.546275,1.136621,0.794025,-0.227767
-0.599089,0.005871,0.859567,-3.086188,1.489539,0.752294,-0.793542,-0.357885,0.794025,0.0402
-1.029183,-0.324743,0.883965,0.009801,0.429191,0.528061,0.959759,0.720167,0.789842,0.1219
0.670955,-0.710809,-0.848298,0.416716,-0.673695,-0.779332,-0.214317,-0.37767,0.795698,-0.04205
-0.697757,0.545736,-1.378085,-0.538071,0.198627,0.276464,0.768073,0.488536,0.804063,-0.01505
-0.824256,-0.191347,0.883965,-0.648332,1.465496,1.173396,0.206558,0.57588,0.807409,0.341367
-0.553549,-0.231627,0.772431,0.224466,-1.055297,-0.805936,-0.483094,-0.65032,0.809082,-0.246617
-0.927984,-0.006161,0.720149,0.254354,0.725718,-0.138558,-0.68103,-0.603511,0.809082,0.106133
-0.986174,-0.372348,0.873508,0.712159,-1.744523,-1.097819,-0.358082,-0.351129,0.813265,-0.186967
-0.214534,0.646176,-1.820736,0.86301,0.119101,0.517419,0.968093,0.814267,0.814101,0.164717
-0.409341,-0.368163,-2.113513,0.30282,-0.520191,0.216415,1.161862,1.027562,0.812428,0.2644
-0.409341,-0.210702,-0.339424,0.477703,0.79723,0.548584,0.358657,0.430628,0.813265,0.214633
-0.960874,0.169086,0.883965,-0.230007,-0.116395,0.173088,0.724318,0.331702,0.814101,0.337
-1.347959,-0.770968,-0.531124,-2.912517,1.382271,1.086743,0.397202,0.517007,0.814101,0.498167
-1.059543,0.487669,0.880479,-1.936526,0.614135,0.964365,1.501479,1.212867,0.812428,-0.1973
0.99985,0.038305,0.859567,-0.937312,1.013615,1.074581,0.877459,0.942147,0.809082,0.30215
-0.816666,-1.071242,0.587702,0.38178,0.163487,0.415564,0.828495,0.604351,0.807409,0.259767
0.005573,-0.844206,0.483139,-0.185821,-0.563961,-1.660682,-2.126904,-2.035621,0.814101,0.052183
-0.46247,-0.074167,-1.081823,-1.892705,1.098073,0.870111,0.677439,0.636201,0.82163,0.116383
1.693061,0.387752,0.099741,-1.097655,0.838535,-0.054185,-0.472676,-0.510858,0.826649,0.211183
-0.158874,-0.882917,0.873508,-2.456126,-0.17866,0.057551,0.474293,0.150257,0.831668,0.240483
-0.723057,0.090094,0.883965,-0.744457,1.004985,-0.248014,-1.066486,-0.971226,0.830832,0.479333
-0.49536,0.965282,0.692266,2.182506,0.267056,-0.241173,-0.290366,-0.483352,0.832505,-0.05065
-0.057676,-0.611939,0.455256,0.115417,-0.152768,-0.030622,0.320111,0.114547,0.835015,0.339783
0.096652,-0.336775,0.873508,-0.990625,0.253494,0.309909,0.559719,0.351487,0.836688,0.168983
-0.652218,-0.861992,0.584217,-1.136226,0.013066,0.072754,0.393035,0.144466,0.836688,0.399017
-0.5156,-1.643017,-0.391706,-1.018493,0.867509,0.883033,0.668063,0.638131,0.836688,0.482133
-0.829316,0.04249,-0.604318,-0.094483,0.406381,0.293946,0.298234,0.054709,0.835015,0.146683
0.008103,-0.731734,-1.859076,1.043749,-0.041801,-0.106633,-0.160145,-0.325553,0.835851,0.105217
-0.323322,-0.564857,0.880479,-0.062495,0.142527,0.044629,0.25448,0.138193,0.838361,0.506283
-0.166464,-1.026776,0.249615,1.245288,-0.073858,-0.644792,-0.603939,-0.822596,0.845053,0.065383
-0.556079,-0.820142,-1.071367,0.160248,-0.420321,-0.70028,-0.934181,-1.098623,0.852582,0.333033
-0.604149,0.908261,-0.130298,-0.424074,-1.790142,-1.987682,-2.211808,-2.04894,0.852582,0.031217
-0.788836,0.3255,0.828198,-0.095048,-0.757536,-0.499611,0.15447,-0.016711,0.853418,0.007433
0.686135,-0.989111,0.20779,-0.117726,-0.021457,0.469532,0.279482,0.475506,0.856764,0.322733
-0.214534,-0.37444,0.880479,-0.604914,1.688046,0.611673,-0.68103,-0.250273,0.857601,0.1873
-0.556079,1.853547,0.883965,-1.206906,1.453167,1.697113,0.953508,1.330613,0.856764,0.034267
1.389465,-1.228702,-0.57992,-1.087154,-0.267433,0.613953,1.384801,1.280426,0.852582,0.3462
-0.927984,-0.053765,0.873508,0.004752,-0.362371,0.056031,0.845164,0.507356,0.851745,0.154267
-0.158874,0.61008,-1.827707,-0.215709,1.172667,1.262329,0.822245,1.043004,0.852582,0.335067
-0.098155,1.180286,-0.06756,-0.162558,3.067115,2.635852,-0.337246,1.722939,0.852582,0.554017
-0.872325,-0.286032,0.322809,-1.281625,0.181365,0.488535,0.975385,0.755877,0.852582,0.0747
-1.373258,-0.984926,0.709693,1.567388,-0.7674,-0.331626,0.505546,0.198996,0.854255,-0.144533
-1.297359,-0.666344,0.883965,0.026764,0.556803,0.1138,-0.076803,-0.277296,0.855091,0.116667
0.886002,0.445296,0.594673,0.578069,-0.178043,0.103918,-0.033049,0.02479,0.855928,0.0595
-0.669928,0.290451,0.608615,1.105544,1.305211,1.114107,-0.047634,0.543548,0.854255,0.03435
-0.556079,0.304052,-0.273201,-1.910274,1.112869,1.480481,1.116024,1.256298,0.855928,0.485217
-0.237303,2.528377,-0.203492,0.063922,-0.582455,-0.278418,0.098214,-0.063037,0.855928,0.173933
-0.406811,-1.188422,-0.416104,-0.987798,0.663454,0.943082,1.114982,0.948903,0.855091,0.2401
-0.115865,1.88755,0.514508,0.073817,-0.467173,-0.098272,0.106548,-0.008025,0.854255,0.140367
1.442595,-1.007421,-2.270357,-1.144102,0.66592,0.18677,-0.289325,-0.098747,0.852582,0.449183
-0.333442,-0.753182,0.866537,-0.014634,0.952584,1.583856,1.823386,1.632699,0.852582,-0.280867
0.025813,0.860134,0.382061,-1.235986,-0.753221,-0.655434,-0.113265,-0.332791,0.851745,0.001983
-0.887505,1.6783,-0.729794,0.078663,1.061701,1.806569,1.580654,1.899075,0.848399,0.42755
-0.384041,-1.402903,-0.206978,-0.471005,-0.001113,0.702886,1.385843,1.143377,0.847562,0.295033
2.287604,1.195979,-0.186065,-1.893513,1.004985,0.940041,0.561802,0.75829,0.845889,0.303983
0.336999,0.768587,0.019576,0.036861,1.180065,0.906597,0.644102,0.706655,0.844216,0.186567
1.485604,-0.152635,-3.38291,0.171759,0.083345,0.597991,0.923297,1.004881,0.845053,0.382933
-0.432111,0.001163,-0.782075,-0.676806,-0.297641,-0.22521,0.151344,-0.072206,0.845053,0.208533
-1.107612,-1.068103,0.883965,-0.197554,-1.185991,-1.428468,-1.132117,-1.181142,0.850909,0.045133
-0.308142,-1.281015,0.497081,0.114205,0.06485,0.731011,1.608782,1.254367,0.857601,0.20105
0.27881,-0.678375,0.8038,-0.201916,1.520363,2.187385,1.574403,2.1558,0.857601,0.111717
1.452714,-1.385116,0.399489,-1.777597,2.776136,1.67431,0.375325,1.013085,0.858437,0.14815
-1.456747,-1.214055,0.873508,1.035268,-1.355523,-0.710922,-0.029924,-0.259924,0.858437,-0.4125
-1.527586,-0.405304,0.821227,2.955948,1.6751,1.80961,1.08998,1.293938,0.856764,-0.113033
-0.452351,1.205919,0.796829,1.023757,1.575846,0.844267,-0.475802,-0.003199,0.855928,-0.236617
1.121289,-1.647725,-0.14424,0.276164,-0.565194,-0.602986,-0.89251,-0.873265,0.853418,0.14535
1.892929,-0.700347,0.674838,0.505773,-0.063378,0.72721,1.62545,1.224448,0.857601,0.0264
4.379886,0.163332,0.883965,-0.10458,1.48769,1.344421,0.731611,1.029009,0.860947,0.05545
1.197188,-1.577103,-4.511843,1.145125,1.272537,1.682671,1.153528,1.637042,0.86011,0.34235
-0.806546,0.024704,0.880479,-0.59199,1.504335,1.567134,0.715984,1.070027,0.856764,0.5091
1.268027,-0.771492,0.856081,-0.730321,0.802779,1.157433,1.24312,1.170884,0.856764,0.333283
-1.360609,-0.904365,0.741062,1.100899,-1.205718,-0.649353,0.455541,0.213956,0.856764,-0.170583
-0.363802,0.151823,-0.461415,-0.237701,1.143076,1.170355,0.757655,0.852873,0.857601,0.481933
-0.882445,0.038828,0.883965,0.330688,0.41008,0.760655,1.409803,1.095603,0.858437,0.36765
3.107313,1.808035,-1.085308,-0.478699,-0.822267,-0.600706,-0.482052,-0.508445,0.86011,0.3758
3.082013,-1.340651,-0.339424,0.48154,-0.859872,-0.054945,0.785783,0.72451,0.858437,-0.09855
0.605176,-0.616647,-0.660085,-0.272839,-0.039952,0.25442,0.396161,0.53631,0.855091,0.359783
-0.110805,-0.565381,0.8038,0.643902,-0.379633,-0.174283,0.440957,0.180176,0.852582,0.0654
-1.067132,-0.981264,0.124139,-0.585527,1.457482,1.327699,0.605556,0.839361,0.850909,0.38695
1.548853,-0.998004,0.36812,-0.010192,0.189996,0.326631,-0.11014,0.086558,0.849235,0.277983
-1.335309,1.223705,0.755003,0.522332,-0.841377,-1.198154,-1.025857,-1.094763,0.851745,-0.171083
2.770827,0.939125,-0.196521,-0.239538,1.58756,1.853696,1.262914,1.603263,0.853418,0.467733
-0.100685,-1.645632,-2.448115,0.119052,2.205274,2.9665,0.917046,2.625819,0.850072,0.581483
0.468557,-1.553039,-0.196521,-0.063303,0.233766,1.019093,1.530649,1.355224,0.845053,0.1515
2.411572,3.009652,0.619071,1.126142,-1.780279,-1.407185,-1.282132,-1.31626,0.845889,0.070883
0.142192,-0.083583,0.883965,-0.60451,-0.564577,0.369197,1.783799,1.392864,0.84338,0.38855
1.457774,4.720269,0.127624,0.197002,-0.496148,0.243779,0.530549,0.575397,0.841707,0.054483
-0.105745,0.044583,-0.367308,-1.15642,2.036358,2.128097,0.594097,1.480691,0.840034,-0.249833
3.152852,-1.355821,-1.196842,-0.573411,2.390218,2.316604,0.551384,1.508197,0.838361,0.394167
-1.411208,0.329685,0.883965,-0.653986,1.148008,1.452357,0.601389,1.734038,0.840034,-0.17015
-0.234773,-0.411582,-0.771619,0.685098,-0.797607,-0.303502,0.490962,0.259317,0.842543,0.194383
-0.088035,1.522932,0.883965,2.893346,-0.994265,-0.172763,0.834746,0.499152,0.841707,0.08115
1.515964,-1.351636,-1.085308,0.054834,-0.515875,-0.62655,-1.007105,-0.963987,0.838361,-0.03765
-1.22399,-1.244919,0.883965,-0.107488,0.904498,-0.297421,-0.891468,-0.839968,0.839197,0.131783
-0.009606,-0.795032,0.873508,-0.889452,-0.19099,0.414804,1.262914,0.953729,0.841707,-0.01915
3.279351,2.276754,-0.538094,-0.31147,1.426658,1.617301,1.238953,1.441603,0.842543,0.4595
1.126349,0.684887,-0.499755,-0.38102,0.345966,0.537182,0.528465,0.538722,0.842543,0.289133
2.55578,0.071262,0.075343,-0.405636,1.076496,1.466799,1.419179,1.443533,0.840034,0.5667
-0.720527,-1.377793,-0.269716,-2.228132,-1.555263,-1.215636,-0.500804,-0.536434,0.838361,-0.06265
2.52036,-1.010036,0.075343,-0.151249,1.028411,1.545091,1.623366,1.578169,0.836688,0.619733
2.021957,0.520626,-3.295076,0.033226,-1.117561,-1.227798,-1.358702,-1.311435,0.835015,-0.015717
0.711434,-1.079612,-0.475356,-1.137034,1.697293,1.516206,0.570136,0.856251,0.834178,0.279383
-0.174054,-0.401643,0.807285,-3.68192,0.465563,0.037028,0.002371,-0.131561,0.835851,0.12305
1.283207,-1.372561,-0.747221,-0.27605,0.721403,0.841987,1.261872,0.982683,0.837524,0.51015
1.918228,-0.630248,-0.789046,0.16772,-1.928851,-1.762537,-1.794058,-1.723449,0.837524,0.3454
0.754444,-1.018406,-2.608445,1.088783,-0.047349,1.178717,2.010905,1.918861,0.832505,0.2534
0.23327,-1.273168,-2.137911,-2.466223,0.783051,1.26765,1.46085,1.36198,0.829995,0.514333
-0.120925,1.346116,0.883965,1.186927,-0.55533,-0.592345,-0.401836,-0.601581,0.831668,-0.220817
1.338866,0.407631,-0.621745,0.775165,0.568516,0.442168,-0.843547,-0.133009,0.832505,0.191317
0.043523,-1.124077,0.883965,0.860385,0.971695,1.171116,0.793075,0.853838,0.830832,0.177517
0.051113,1.77037,0.72712,1.786698,-0.170029,-0.279178,-0.346622,-0.382496,0.825813,0.0871
0.445788,-1.080135,0.176421,-0.811704,1.201642,1.618061,1.47231,1.51447,0.824976,0.3647
-0.824256,1.302174,0.828198,-1.153997,-0.924602,-1.083377,-1.056068,-1.139641,0.825813,0.223583
0.089062,-0.791893,-0.161667,-0.622281,-0.650885,-0.278418,0.433664,0.145431,0.827486,0.278017
-0.49283,-0.744289,0.755003,0.357749,-0.207018,0.343353,1.555651,1.326752,0.828322,0.152733
-0.811606,-0.603569,0.81077,0.921372,0.616601,0.735571,0.976427,0.792552,0.829995,0.412583
-0.629448,-0.382287,0.883965,0.360374,-0.054747,-0.286779,-0.269531,-0.453433,0.830832,0.243633
1.505844,0.36892,0.030032,0.31635,0.216505,0.799421,1.685873,1.235547,0.832505,0.247317
-0.991233,-0.648557,0.075343,-0.558871,1.76449,1.818731,0.941007,1.327717,0.833341,0.281267
0.326879,-0.04958,-3.228853,0.492849,-0.95666,-0.748928,-0.409128,-0.463084,0.833341,-0.094483
1.095989,1.551704,-1.172444,-1.103713,2.832852,1.855977,-0.662279,0.98027,0.834178,0.448633
-0.634508,0.3255,0.835168,-0.583104,0.143143,-0.011619,0.127384,-0.055799,0.833341,-0.011433
-1.153151,-0.64228,-0.26623,-2.993295,1.924775,1.476681,0.180514,0.782901,0.833341,0.57035
0.600116,0.466221,-0.593861,-1.344833,-0.486901,0.518939,1.708792,1.411201,0.831668,0.317817
0.28134,-0.702439,-0.635687,0.159441,0.249178,0.240738,0.287816,0.245805,0.831668,0.28035
-0.963404,-0.585782,0.883965,1.328691,-0.570742,-0.684318,-0.447674,-0.55815,0.835015,-0.0884
0.354709,-1.128785,-0.245318,0.50133,0.931007,1.503285,1.286875,1.404445,0.836688,0.269817
-0.892565,0.962666,-0.273201,-1.400973,-1.438132,-1.182952,-0.437256,-0.489143,0.835851,-0.07655
1.82968,0.497608,-0.771619,-0.379485,0.700443,1.148312,1.322295,1.127935,0.834178,0.535067
1.07069,-0.891287,-2.040319,-0.51101,1.901349,1.171876,-0.529974,0.562851,0.833341,0.216617
1.989067,-1.262182,-0.57992,-0.083517,0.119101,0.693005,1.331671,0.95759,0.832505,0.351467
0.190261,-1.038808,-1.283978,-0.193576,0.019231,-0.009339,0.264897,-0.035048,0.829995,0.307383
0.124482,1.506192,0.089285,-0.310016,-1.386964,-1.191313,-0.831045,-0.910423,0.831668,0.14595
-0.626918,-0.185069,0.883965,0.753355,0.071015,0.155606,0.831621,0.50446,0.835015,0.349633
-1.461807,0.265341,0.340236,0.465182,-0.526972,-0.474527,0.269064,0.053261,0.838361,-0.210783
0.26869,0.976267,-0.384735,0.559894,-0.872202,-0.665315,-0.271615,-0.283087,0.840034,-0.219767
0.200381,0.339625,-0.193036,0.517486,-0.23291,0.129762,0.349281,0.612555,0.839197,0.016083
-0.46247,0.638852,0.033518,-1.154401,-0.458542,-0.76793,-0.461217,-0.61268,0.839197,-0.163317
-0.272723,0.384613,0.873508,0.272933,-0.770482,-0.307303,0.540967,0.288271,0.836688,-0.039833
-0.801486,-0.940461,0.639984,-0.235944,-0.561495,-0.535336,0.005496,-0.160515,0.837524,0.20765
0.678545,-0.452386,-2.573591,-0.259329,-0.171879,-0.149959,0.077379,0.035889,0.839197,0.3316
-0.917864,-0.329975,0.876994,-0.854717,-0.138589,-0.141598,0.146136,0.020447,0.839197,-0.03355
-0.50042,-0.720748,0.817741,0.088962,-0.547316,-0.099792,0.606598,0.362103,0.840034,0.093383
-0.637038,-0.234766,0.873508,-0.116474,-0.346343,-0.770211,-0.924805,-1.006453,0.84087,0.092717
-0.447291,2.118771,-1.649949,0.582107,-0.406758,-0.051905,0.630559,0.419529,0.839197,-0.166933
-0.067796,-0.842113,0.831683,0.068364,1.411862,2.010279,1.059768,1.821865,0.834178,0.309067
-0.290433,-0.632864,0.6121,1.526191,-1.052831,-0.656194,0.113841,-0.158585,0.835015,-0.013167
-1.206281,-0.318989,0.883965,0.503552,-1.898027,-1.586951,-1.175872,-1.154601,0.839197,-0.022483
-0.234773,-0.879778,-1.13759,2.980181,-0.554714,-1.011926,-0.801876,-0.938894,0.845889,0.0487
-1.527586,-0.037548,-0.687968,0.502138,-0.877133,-0.413718,0.240937,-0.009955,0.851745,-0.324217
0.038463,-0.501036,0.284469,0.69358,-0.394428,-0.114234,0.519089,0.285858,0.855091,0.1645
-0.090565,0.063938,-0.733279,1.859397,-0.13489,-0.504932,-0.534141,-0.676378,0.857601,0.252883
-0.378981,0.275804,0.587702,-1.329486,-0.336479,0.063632,0.95455,0.578775,0.86011,0.0184
-0.257543,-0.288648,0.883965,-1.166114,0.932856,0.59343,-0.097639,0.082215,0.860947,-0.022933
0.736734,-0.70767,0.883965,0.783041,-0.04365,0.485494,1.084771,0.99909,0.858437,-0.002867
0.223151,-0.193439,-0.353366,1.145327,-0.006045,0.670202,0.955591,1.002951,0.855928,0.13015
-0.004546,0.548874,0.134595,-1.14289,0.869359,0.903556,0.900378,0.912228,0.852582,0.584483
0.792393,-1.056594,-0.559007,-3.597104,1.297813,1.463759,1.206658,1.364875,0.850909,0.091
-0.077915,0.806252,-0.471871,0.053219,-0.553481,-0.685078,-0.437256,-0.535469,0.855091,0.054183
-1.180981,0.001163,0.723634,1.145327,-1.245173,-1.565136,-1.252963,-1.239533,0.861783,-0.29755
-0.748357,-0.865654,-0.301085,-0.032405,-1.549715,-1.883091,-2.082316,-1.959617,0.864293,0.105867
-0.222124,1.337746,0.692266,-0.044118,-0.748905,-0.580943,0.045084,-0.066415,0.865129,-0.033483
0.213031,-0.597291,0.883965,2.101729,-1.177976,-0.76717,-0.109098,-0.309146,0.86262,-0.140283
-0.120925,-0.130664,-1.311862,0.029187,-1.558962,-1.622448,-1.637584,-1.57009,0.86262,-0.0497
-0.285373,0.970513,0.876994,0.177817,-1.015842,-0.610587,0.005496,0.046988,0.865129,-0.185033
-0.444761,-0.629202,0.570275,-0.385462,0.421177,0.439888,0.441998,0.367412,0.865966,-0.144667
0.802513,-0.505744,0.699236,1.21217,-0.62191,-0.540657,-0.548726,-0.652733,0.867639,0.116417
0.195321,-0.822235,0.427372,0.068162,-0.110847,0.271903,0.830579,0.808477,0.871822,0.282683
-0.859675,1.665222,0.883965,2.378391,-1.27538,-1.488061,-1.770098,-1.723787,0.876004,-0.199267
-0.219594,0.296205,-0.001337,0.744672,-0.931384,-0.739806,-0.126808,-0.238691,0.878514,-0.030383
-0.621858,-1.143956,0.876994,0.137025,0.426108,1.051018,1.637951,1.436777,0.880187,0.339667
-0.48271,-0.321605,0.883965,-0.514645,-0.386414,-0.430441,0.002371,-0.230487,0.882697,0.190817
0.503977,0.805729,-0.869211,0.442767,-0.491216,-0.505692,0.020081,-0.13687,0.886879,0.04315
0.051113,-0.450293,-1.995008,2.786316,-0.881449,-0.907031,-0.432047,-0.669622,0.895244,0.320817
-0.725587,-0.96714,0.444799,0.58554,-0.733493,-0.073948,0.858707,0.639096,0.9011,0.2169
0.888532,-0.992773,0.483139,1.570619,-0.353741,0.081115,0.979552,0.662259,0.904446,0.246433
-0.194294,-0.1066,-0.848298,0.30484,-0.679243,-0.913872,-0.535183,-0.701954,0.912812,0.340533
-1.24929,-1.053456,0.472683,-1.702474,-0.959742,-0.994444,-1.012314,-1.088489,0.919504,0.15915
-0.963404,0.371012,-1.636008,-2.40766,-0.566427,-0.756529,-0.864382,-0.989081,0.922013,0.0969
1.05045,-0.449247,-1.981066,-0.795952,0.778119,0.59191,-0.305993,0.307573,0.921177,0.120383
-0.619328,-0.043825,0.883965,-0.549582,0.344116,0.365397,0.383659,0.379958,0.918667,0.3097
-0.773656,0.336486,0.106712,0.328265,-0.295175,-0.061786,0.23677,0.125646,0.92034,0.166367
-0.174054,-0.872455,0.699236,0.053824,-0.059062,-0.517854,-0.808126,-0.92876,0.924523,0.067733
0.549516,-0.535562,-0.492784,1.122507,-0.852474,-0.42816,-0.053884,-0.154242,0.923686,0.1005
-0.007076,-1.353206,-1.580241,-1.57525,0.922376,-0.121835,-0.689365,-0.76517,0.92285,0.23025
-0.027316,-0.955108,-0.001337,1.030825,0.167803,0.363116,0.562844,0.482262,0.925359,0.0072
-0.768596,-0.624494,0.580731,2.212798,-0.674927,0.39048,1.950483,1.65924,0.924523,-0.055204
-0.548489,-0.678899,0.883965,-0.146705,-0.323533,-0.284499,-0.108057,-0.368984,0.924523,0.262617
-1.011473,0.354795,0.270527,0.262432,-0.338329,-0.121835,0.341988,0.039267,0.921177,0.072967
0.223151,0.564045,0.483139,-1.050198,0.005668,0.040829,0.26073,0.256421,0.92034,0.28405
-0.773656,-0.74952,0.838654,1.294563,1.328021,1.328459,0.539925,0.791104,0.92034,0.254567
-0.938104,-0.654835,0.556333,-1.005569,0.168419,0.205773,0.418038,0.241462,0.92034,0.26325
-0.836905,-1.05921,0.883965,0.975291,0.05622,0.410243,0.758697,0.596148,0.922013,0.034317
-0.381511,-0.076259,0.768945,2.400605,-0.000497,-0.324025,-0.097639,-0.328448,0.922013,-0.04675
0.567226,0.083294,0.817741,1.007803,0.261508,0.79562,1.359798,1.228791,0.92285,0.199
-0.568729,-0.070505,0.096255,-0.357049,0.373091,0.100118,0.133634,0.049883,0.924523,0.177233
-0.447291,-0.735396,0.876994,0.429237,-0.538069,-0.029862,0.737861,0.437384,0.923686,0.361233
-0.239833,-0.359793,0.629528,-0.519088,-0.210717,0.614713,1.371258,1.213832,0.92285,-0.048883
-0.791366,-0.410536,0.859567,1.187735,-0.97577,-0.894869,-0.508097,-0.627157,0.924523,-0.044017
-0.343562,1.783448,0.870023,0.689137,-1.270449,-1.059053,-0.865424,-0.818253,0.924523,-0.122317
-0.437171,-0.16676,0.775916,0.186501,-0.966523,-0.609067,-0.18098,-0.027327,0.924523,0.087083
-1.029183,-1.147618,0.831683,-0.322093,1.029027,0.910397,0.783699,0.70183,0.925359,0.5443
-0.199354,-0.238428,-0.642658,-1.409051,0.302812,0.330432,0.480544,0.314329,0.926196,0.164367
-0.156344,0.872165,0.075343,-1.15117,0.395284,0.582029,0.77224,0.610625,0.927032,0.505883
-0.680048,-0.959293,0.41343,-0.399699,0.8971,1.13235,1.135818,1.051207,0.926196,0.451867
0.023283,-0.108693,-0.140754,1.582937,-0.780346,-0.053425,0.821203,0.576845,0.924523,-0.054233
0.357239,1.380642,0.716664,0.38077,-0.335863,0.089476,0.75453,0.525693,0.927869,-0.2645
-0.029846,1.233644,0.870023,-0.952862,-0.251405,-0.260176,-0.034091,-0.110329,0.930379,0.101267
-0.707877,1.081938,0.427372,1.532048,-0.843227,-0.556619,-0.22161,-0.107916,0.933725,-0.054833
-0.51813,0.297252,0.082314,0.276366,-0.052281,-0.135517,0.021123,-0.152312,0.935398,0.263083
-0.907745,-0.716563,0.883965,0.624919,0.071015,0.411003,0.89621,0.571054,0.937071,0.180767
-0.783776,-0.685176,0.772431,0.524756,-1.052831,-0.625029,-0.02159,-0.127218,0.937907,0.00395
-0.553549,-0.154205,0.713178,-0.239781,-0.25572,-0.225971,0.082588,-0.080892,0.937907,0.0682
0.377479,-0.672621,-0.513696,-0.135275,-0.661365,-0.429681,0.129467,-0.104538,0.941253,-0.008017
-0.115865,1.409937,-0.119842,-1.501137,-0.350658,-0.349109,0.073212,-0.148934,0.9446,0.056117
-0.766066,-0.929475,0.779401,-1.496089,-1.411006,-1.459936,-1.332137,-1.363069,0.947946,0.098267
-0.614268,0.675471,0.573761,0.906832,-0.665064,-0.298181,0.341988,0.166182,0.951292,-0.107917
0.913832,-0.71604,-0.461415,1.704507,-1.692738,-1.365379,-1.247754,-1.285376,0.950455,-0.08825
-0.639568,-0.727026,-0.409133,-1.176615,-0.13489,-0.08991,0.16072,0.015621,0.950455,0.183483
-0.50295,0.349564,0.56679,-1.868472,0.328088,0.377558,0.758697,0.499152,0.954638,0.115133
0.159901,-0.47488,0.45177,-0.084325,-0.8235,-0.90171,-0.682072,-0.785438,0.956311,-0.127367
-0.988703,-0.468079,-0.311541,-2.308708,-0.063994,-0.08991,0.181556,-0.061107,0.955474,0.217067
-1.039303,1.878134,0.385547,2.362236,-0.931384,-0.774771,-0.770623,-0.85734,0.951292,-0.078117
-0.47259,-0.514637,-0.321997,0.06796,3.0628,1.81417,-0.11014,0.780005,0.947946,0.148283
2.097856,-0.87664,-1.907872,-0.319225,-0.730411,-0.882707,-0.560185,-0.779165,0.953801,0.18035
-0.239833,1.130589,0.319324,0.271923,0.015532,0.030187,0.176347,0.007417,0.960494,0.06385
-0.434641,-0.34096,0.172935,0.131169,0.625232,0.693765,0.639935,0.619793,0.963003,0.39255
-0.300553,-0.037548,0.319324,0.268086,-0.735343,-0.530775,-0.02784,-0.235796,0.964676,0.0132
-0.672458,-0.210702,-0.510211,0.034438,-0.655817,-0.380273,0.149261,-0.075101,0.964676,0.186433
-0.740767,0.219306,0.462227,-1.610388,0.105538,-0.28754,-0.451841,-0.559597,0.96133,0.265567
-0.47006,2.0131,0.758489,0.895321,0.461248,0.304588,0.413871,0.371755,0.962167,-0.054933
1.146589,-0.303295,-1.960153,1.578494,0.475427,0.744693,1.030599,0.981718,0.963003,0.211217
-0.626918,-0.233197,-0.433531,-0.823416,1.886553,1.563333,0.432622,1.011637,0.964676,0.584667
-0.181644,-0.901226,-1.301405,-0.442673,-0.509094,-0.01998,0.622225,0.325428,0.966349,0.347533
-1.170861,-0.446631,0.057916,-1.07221,0.619067,0.871631,0.969134,0.849495,0.968022,0.234067
0.387598,-0.563811,-0.86224,0.004954,-0.819184,-0.517093,-0.224735,-0.392147,0.966349,-0.13615
-0.637038,-0.178268,-0.471871,-0.643283,1.670785,0.934721,0.211767,0.471646,0.964676,0.1465
0.99732,-1.126693,-2.68861,1.187129,0.63263,0.988689,0.955591,0.937322,0.964676,0.372683
0.860702,-1.137679,-1.625551,-1.164296,0.916828,0.414044,-0.414337,-0.012368,0.96384,0.318283
-0.884975,-0.917966,-0.363822,-0.024933,0.795997,1.082182,1.122275,1.017428,0.964676,0.31845
0.977081,-1.086936,0.228702,0.579078,0.144993,0.212614,0.382617,0.415668,0.96384,0.041333
-0.143695,-1.245965,0.183391,-0.18253,0.908813,0.79486,0.833704,0.828262,0.963003,0.426267
